id,context,function,subFunction,name,skillElement,skillDescription,skillSynonyms,status
2073,,Technology & It,Software Development And Implementation,Apache Commons Fileupload,  ,Processed from Apache site,  ,Approved
2074,,Technology & IT,Information Technology - General,Apache Commons Exec,  ,Processed from Apache site,  ,Approved
2075,,Technology & IT,Information Technology - General,Apache Commons Email,  ,Processed from Apache site,  ,Approved
2077,,Technology & IT,Application And Data Management,Apache Commons DbUtils,  ,Processed from Apache site,  ,Approved
2084,,Technology & IT,Application And Data Management,Apache Commons DBCP,  ,Processed from Apache site,  ,Approved
2085,,Technology & IT,Information Technology - General,Apache Commons Daemon,  ,Processed from Apache site,  ,Approved
2086,,Technology & IT,Information Technology - General,Apache Commons CSV,  ,Processed from Apache site,  ,Approved
2087,,Technology & IT,Configuration/Release Engineering,Apache Commons Crypto,  ,Processed from Apache site,  ,Approved
2088,,Technology & IT,Configuration/Release Engineering,Apache Commons Configuration,  ,Processed from Apache site,  ,Approved
2090,,Technology & IT,Information Technology - General,Apache Commons Compress,  ,Processed from Apache site,  ,Approved
2091,,Technology & IT,Application And Data Management,Apache Commons Collections,  ,Processed from Apache site,  ,Approved
2092,,Technology & It,Software Development And Implementation,Apache Commons Codec,  ,Processed from Apache site,  ,Approved
2093,,Technology & It,Software Development And Implementation,Apache Commons Cli,  ,Processed from Apache site,  ,Approved
2094,,Technology & It,Software Development And Implementation,Apache Commons Chain,  ,Processed from Apache site,  ,Approved
2095,,Technology & It,Software Development And Implementation,Apache Commons Bsf,  ,Processed from Apache site,  ,Approved
2096,,Technology & It,Software Development And Implementation,Apache Commons Beanutils,  ,Processed from Apache site,  ,Approved
2097,,Technology & It,Software Development And Implementation,Apache Commons Bcel,  ,Processed from Apache site,  ,Approved
2098,,Technology & It,Software Development And Implementation,Apache Cocoon,  ,Processed from Apache site,  ,Approved
2099,,Technology & IT,Infrastructure,Apache CloudStack,  ,Processed from Apache site,  ,Approved
2101,,Technology & IT,Information Technology - General,Apache Clerezza,  ,Processed from Apache site,  ,Approved
2102,,Technology & IT,Application And Data Management,Apache Chukwa,  ,Processed from Apache site,  ,Approved
2103,,Technology & It,Software Development And Implementation,Apache Chemistry,  ,Processed from Apache site,  ,Approved
2104,,Technology & IT,Information Technology - General,Apache Chainsaw,  ,Processed from Apache site,  ,Approved
2105,,Technology & IT,Information Technology - General,Apache Celix,  ,Processed from Apache site,  ,Approved
2106,,Technology & IT,Application And Data Management,Apache Cayenne,  ,Processed from Apache site,  ,Approved
2107,,Technology & IT,Application And Data Management,Apache Cassandra,  ,Processed from Apache site,  ,Approved
2108,,Technology & IT,Application And Data Management,Apache CarbonData,  ,Processed from Apache site,  ,Approved
2109,,Technology & IT,Application And Data Management,Apache Camel,  ,Processed from Apache site,  ,Approved
2110,,Technology & IT,Application And Data Management,Apache Calcite,  ,Processed from Apache site,  ,Approved
2111,,Technology & It,Software Development And Implementation,Apache Bval,  ,Processed from Apache site,  ,Approved
2112,,Technology & IT,Configuration/Release Engineering,Apache Buildr,  ,Processed from Apache site,  ,Approved
2118,,Technology & IT,Infrastructure,Apache Brooklyn,  ,Processed from Apache site,  ,Approved
2119,,Technology & IT,Application And Data Management,Apache BookKeeper,  ,Processed from Apache site,  ,Approved
2120,,Technology & IT,Configuration/Release Engineering,Apache Bloodhound,  ,Processed from Apache site,  ,Approved
2121,,Technology & IT,Application And Data Management,Apache Bigtop,  ,Processed from Apache site,  ,Approved
2122,,Technology & It,Software Development And Implementation,Apache Beehive,  ,Processed from Apache site,  ,Approved
2123,,Technology & IT,Information Technology - General,Apache Batik,  ,Processed from Apache site,  ,Approved
2124,,Technology & IT,Application And Data Management,Apache Axis2,  ,Processed from Apache site,  ,Approved
2125,,Technology & It,Software Development And Implementation,Apache Axiom,  ,Processed from Apache site,  ,Approved
2126,,Technology & IT,Application And Data Management,Apache Avro,  ,Processed from Apache site,  ,Approved
2127,,Technology & It,Software Development And Implementation,Apache Aries,  ,Processed from Apache site,  ,Approved
2128,,Technology & IT,Configuration/Release Engineering,Apache Archiva,  ,Processed from Apache site,  ,Approved
2129,,Technology & IT,Application And Data Management,Apache Apex,  ,Processed from Apache site,  ,Approved
2130,,Technology & IT,Application And Data Management,Apache Any23,  ,Processed from Apache site,  ,Approved
2131,,Technology & IT,Configuration/Release Engineering,Apache AntUnit,  ,Processed from Apache site,  ,Approved
2132,,Technology & IT,Configuration/Release Engineering,Apache Ant,  ,Processed from Apache site,  ,Approved
2133,,Technology & IT,Information Technology - General,Apache Annotator,  ,Processed from Apache site,  ,Approved
2134,,Technology & It,Software Development And Implementation,Apache Anakia,  ,Processed from Apache site,  ,Approved
2135,,Technology & IT,Application And Data Management,Apache Ambari,  ,Processed from Apache site,  ,Approved
2136,,Technology & IT,Information Technology - General,Apache Allura,  ,Processed from Apache site,  ,Approved
2137,,Technology & IT,Application And Data Management,Apache Airavata,  ,Processed from Apache site,  ,Approved
2138,,Technology & IT,Infrastructure,Apache ActiveMQ,  ,Processed from Apache site,  ,Approved
2139,,Technology & IT,Information Technology - General,Apache ACE,  ,Processed from Apache site,  ,Approved
2140,,Technology & IT,Application And Data Management,Apache Accumulo,  ,Processed from Apache site,,Approved
2141,,Technology & IT,Information Technology - General,Apache Abdera,  ,Processed from Apache site,  ,Approved
2142,,Technology & IT,Configuration/Release Engineering,Apache .NET Ant Library,  ,Processed from Apache site,  ,Approved
2143,,Technology & IT,Configuration/Release Engineering,ANTLR,  ,,  ,Approved
2144,,Technology & It,Cyber Security,Antivirus Solutions,  ,,,Approved
2145,,Technology & It,Cyber Security,Antivirus Software,  ,,,Approved
2146,,Technology & It,Cyber Security,Antivirus,  ,,  ,Approved
2147,,Technology & It,Cyber Security,Anti-counterfeiting Tool,  ,,,Approved
2149,,Technology & IT,Hardware Engineering,Antennas,  ,,  ,Approved
2150,,Technology & IT,Configuration/Release Engineering,Ant Build System,  ,,  ,Approved
2152,,Technology & It,Software Development And Implementation,Ansi,  ,,  ,Approved
2189,,Technology & It,Software Development And Implementation,Angular 2,  ,,  ,Approved
2199,,Technology & It,Software Development And Implementation,Angelscript,  ,,  ,Approved
2204,,Technology & IT,Application And Data Management,Android Room,  ,,  ,Approved
2205,,Technology & IT,End User Support,Android Os,  ,,  ,Approved
2219,,Technology & IT,End User Support,Android,  ,,  ,Approved
2220,,Technology & It,Data Science,Analyzing Data,  ,,  ,Approved
2224,,Technology & IT,Business And Systems Analysis,Amplitude,  ,,  ,Approved
2225,,Technology & It,Software Development And Implementation,Ampl,  ,,  ,Approved
2227,,Technology & IT,Application And Data Management,Ambari,  ,,  ,Approved
2228,,Technology & IT,Infrastructure,Amazon Web Services,  ,,  ,Approved
2230,,Technology & It,Software Development And Implementation,Amazon Web Service,  ,,  ,Approved
2231,,Technology & IT,Infrastructure,Amazon Vpc,  ,,  ,Approved
2232,,Technology & IT,Infrastructure,Amazon Ses,  ,,  ,Approved
2233,,Technology & It,Data Science,Amazon Sagemaker,  ,,  ,Approved
2234,,Technology & IT,Infrastructure,Amazon S3,  ,,  ,Approved
2235,,Technology & It,Data Science,Amazon Rekognition,  ,,  ,Approved
2236,,Technology & IT,Infrastructure,Amazon Redshift,  ,,  ,Approved
2241,,Technology & IT,Infrastructure,Amazon Lex,  ,,  ,Approved
2245,,Technology & IT,Infrastructure,Amazon Ecr,  ,,  ,Approved
2246,,Technology & IT,Infrastructure,Amazon Ec2 Container Service,  ,,  ,Approved
2254,,Technology & IT,Application And Data Management,Amazon Dynamodb,  ,,  ,Approved
2255,,Technology & IT,Infrastructure,Amazon Connect,  ,,  ,Approved
2256,,Technology & It,Data Science,Amazon Comprehend,  ,,  ,Approved
2257,,Technology & IT,Infrastructure,Amazon Cloudwatch,  ,,  ,Approved
2258,,Technology & IT,Infrastructure,Amazon Cloudfront,  ,,  ,Approved
2259,,Technology & It,Software Development And Implementation,Amazon Cloud,  ,,  ,Approved
2261,,Technology & IT,Infrastructure,Amazon Api Gateway,  ,,  ,Approved
2262,,Technology & IT,Application And Data Management,Amanda,  ,,  ,Approved
2263,,Technology & It,Software Development And Implementation,Altium Designer,  ,,  ,Approved
2264,,Technology & IT,Business And Systems Analysis,Alteryx,  ,,  ,Approved
2266,,Technology & It,Software Development And Implementation,Alpine Abuild,  ,,  ,Approved
2267,,Technology & It,Software Development And Implementation,Alloy,  ,,  ,Approved
2270,,Technology & IT,Design And Engineering,Algorithm Design,  ,,  ,Approved
2272,,Technology & It,Software Development And Implementation,Al,  ,,  ,Approved
2273,,Technology & It,Software Development And Implementation,Akka,  ,,  ,Approved
2275,,Technology & It,Software Development And Implementation,Aidl,  ,,  ,Approved
2279,,Technology & It,Data Science,Ai,  ,,  ,Approved
2282,,Technology & IT,Project And Program Management,Agile Project Management, Epic Sprint Scrum  Kanban  Lean 5S  Kaizen Toyota Production System(TPS) CSM  CSPO  Disciplined Agile  SAFe (Scaled Agile Framework) ,, Agile Methodology ,Approved
2283,,Technology & IT,Brand/Product Management,Agile product management,  ,,,Approved
2285,,Technology & IT,Brand/Product Management,Agile methodologies,  ,,,Approved
2288,,Technology & It,Software Development And Implementation,Agda,  ,,  ,Approved
2289,,Technology & IT,Application And Data Management,A-frame,  ,,  ,Approved
2290,,Technology & IT,User Experience Design,Affinity Photo,  ,, affinity-photo ,Approved
2291,,Technology & IT,User Experience Design,Affinity Designer,  ,, affinity-designer ,Approved
2292,,Technology & IT,Infrastructure,Affinity,  ,,  ,Approved
2293,,Technology & It,Cyber Security,Adversary  Cyber Threats, Insider Vs  Outsider Perspectives Intentional/unintentional Lack Of Data Actions ,,,Approved
2294,,Technology & It,Cyber Security,Adversarial Risk, Bare-minimum Threat Cyber-criminals Advanced Threats Cyber-militants ,,,Approved
2295,,Technology & It,Cyber Security,Advanced Persistent Threat,  ,, APT,Approved
2297,,Technology & It,Data Science,Advanced Data Aggregation, Transform() Function Apply() Functions ,,,Approved
2301,,Technology & It,Software Development And Implementation,Adobe Muse,  ,,  ,Approved
2302,,Technology & IT,User Experience Design,Adobe Lightroom,  ,, adobe photoshop lightroom  adobe-lightroom  lightroom  light room ,Approved
2303,,Technology & IT,User Experience Design,Adobe Lighting,  ,,  ,Approved
2304,,Technology & IT,User Experience Design,Adobe Indesign,  ,, indesign  adobe-indesign ,Approved
2305,,Technology & IT,User Experience Design,Adobe Incopy,  ,,  ,Approved
2306,,Technology & It,Software Development And Implementation,Adobe Font Metrics,  ,,  ,Approved
2307,,Technology & It,Software Development And Implementation,Adobe Dreamweaver,  ,,  ,Approved
2311,,Technology & It,Software Development And Implementation,Ado.net,  ,,  ,Approved
2314,,Technology & IT,Design And Engineering,Addie,  ,,  ,Approved
2315,,Technology & It,Software Development And Implementation,Adapter Pattern,  ,,  ,Approved
2316,,Technology & IT,Hardware Engineering,Adapter,  ,,  ,Approved
2318,,Technology & It,Software Development And Implementation,Ada,  ,,  ,Approved
2319,,Technology & IT,Hardware Engineering,Actuator,  ,,  ,Approved
2320,,Technology & It,Software Development And Implementation,Activex,  ,,  ,Approved
2321,,Technology & IT,Enterprise Information Architecture,Activerecord,  ,,  ,Approved
2322,,Technology & IT,Infrastructure,Active Directory,  ,, AD ,Approved
2323,,Technology & It,Software Development And Implementation,Active Admin,  ,,  ,Approved
2325,,Technology & It,Software Development And Implementation,Actionscript,  ,,  ,Approved
2327,,Technology & It,Cyber Security,Acl,  ,, Access Lists ,Approved
2328,,Technology & It,Software Development And Implementation,Acid (atomicity  Consistency  Isolation,  ,,  ,Approved
2329,,Technology & It,Software Development And Implementation,Ace  And Multithreading,  ,Test Approval,  ,Approved
2330,,Technology & IT,Business And Systems Analysis,Accounts Receivable,  ,,  ,Approved
2331,,Technology & IT,Infrastructure,Access Control,  ,, Network Access Control ,Approved
2335,,Technology & It,Software Development And Implementation,Abstract Factory Pattern,  ,,  ,Approved
2336,,Technology & It,Software Development And Implementation,Abnf,  ,,  ,Approved
2337,,Technology & It,Software Development And Implementation,Abap Cds,  ,,  ,Approved
2338,,Technology & It,Software Development And Implementation,Abap,  ,,  ,Approved
2339,,Technology & It,Cyber Security,Vulnerability Management, Patching Hardening Standards Description ■ Index Breakdown Of Responsibilities Automatic Patching Routines  Application Security Testing Activities Exploitable Security Vulnerabilities Higher Priority Lower Priority Network Port Scanner Software Notifi Cation ,,,Approved
